Leave application is linked with leave allocations {0}. Leave application cannot be set as leave without pay,请假申请关联假期分配{0}，不可设为无薪假,
"Leave cannot be allocated before {0}, as leave balance has already been carry-forwarded in the future leave allocation record {1}",不可在{0}前分配假期，因未来分配记录{1}已结转余额,
"Leave cannot be applied/cancelled before {0}, as leave balance has already been carry-forwarded in the future leave allocation record {1}",不可在{0}前申请/取消假期，因未来分配记录{1}已结转余额,
Leave of type {0} cannot be longer than {1}.,{0}类型假期不可超过{1}天,
Leave(s) Expired,过期假期,
Leave(s) Pending Approval,待审批假期,
Leave(s) Taken,已休假天数,
Leaves,请假,
Leaves & Holidays,假期与节假日,
Leaves After Adjustment,调整后假期,
Leaves Allocated,已分配假期,
Leaves Expired,已过期假期,
Leaves Pending Approval,待审批假期,
Leaves for the Leave Type {0} won't be carry-forwarded since carry-forwarding is disabled.,假期类型{0}禁用结转，假期余额不可结转,
Leaves per Year,年度假期天数,
Leaves to Adjust,待调整假期,
Leaves you can avail against a holiday you worked on. You can claim Compensatory Off Leave using Compensatory Leave Request. Click {0} to know more,可在工作日申请补休假，通过补休申请流程操作。点击{0}了解更多,
Left,左对齐,
Letter Head,信头,
Level,级别,
License Plate,车牌,
Lifecycle,生命周期,
Lime,青柠色,
Link the cycle and tag KRA to your goal to update the appraisal's goal score based on the goal progress,将目标关联考核周期并标记KRA，系统将根据目标进度自动更新考核得分,
Linked Project {} and Tasks deleted.,关联项目{}及任务已删除,
Loan,借款,
Loan Account,贷款账户,
Loan Product,贷款产品,
Loan Repayment,贷款还款,
Loan Repayment Entry,贷款还款分录,
Loan cannot be repayed from salary for Employee {0} because salary is processed in currency {1},员工{0}薪资使用{1}币种处理，无法通过薪资扣款还贷,
Location,地点,
Location / Device ID,地点/设备ID,
Location Name,地点名称,
Lodging Required,需住宿,
Log Type,日志类型,
Log Type is required for check-ins falling in the shift: {0}.,班次{0}的签到需指定日志类型,
Login Failed,登录失败,
Longitude,经度,
Lower Range,下限,
MICR,磁墨字符识别码,
Make,制作,
Make Bank Entry,创建银行分录,
Mandatory,必填,
Mandatory Benefit Application,强制福利申请,
Mandatory fields required for this action:,执行此操作需填写以下必填字段：,
Mandatory fields required in {0},{0}中有必填字段,
Manual Rating,手动评分,
Manually,手动,
Mar,三月,
Mark Attendance,记录考勤,
Mark as Completed,标记为已完成,
Mark as In Progress,标记为进行中,
Mark as {0},标记为{0},
Mark attendance as {0} for {1} on selected dates?,确认将{1}在所选日期标记为{0}？,
Mark attendance for existing check-in/out logs before changing shift settings,修改班次设置前请先处理现有签到/签退记录,
Mark {0} as Completed?,确认标记{0}为已完成？,
Mark {0} {1} as {2}?,确认将{0} {1}标记为{2}？,
Marked Attendance,已记录考勤,
Marked Attendance HTML,考勤记录HTML模板,
Marking Attendance,正在记录考勤,
Max Amount Eligible For Claim,符合条件的最大报销金额,
Max Benefit Amount,最高福利金额,
Max Benefit Amount (Yearly),最高福利金额（年度）,
Max Benefits (Amount),最高福利（金额）,
Max Benefits (Yearly),最高福利（年度）,
Max working hours against Timesheet,工时表最大工时限制,
Maximum Benefit Amount,最大福利金额,
Maximum Carry Forwarded Leaves,最多可结转的假期,
Maximum Consecutive Leaves Allowed,允许的最大连续假期天数,
Maximum Consecutive Leaves Exceeded,超过最大连续假期限制,
Maximum Encashable Leaves,最大可折现假期天数,
Maximum Leave Allocation Allowed per Leave Period,每个假期周期允许的最大分配天数,
Maximum Overtime Hours Allowed,允许的最大加班时数,
Maximum Overtime Hours Allowed Per Day,每日允许的最大加班时数,
Maximum encashable leaves for {0} are {1},{0}类型假期的最大可折现天数为{1},
Maximum leave allowed in the leave type {0} is {1},假期类型{0}允许的最大休假天数为{1},
May,五月,
Meal Preference,餐饮偏好,
Medical,医疗,
Message,消息,
Mileage,里程,
Minimum working days required since Date of Joining to apply for this leave,申请该假期需满足自入职日起的最低工作天数,
Missing Advance Account,缺少预支账户,
Missing Field,缺少字段,
Missing Fields,缺少字段,
Missing Mandatory Field,缺少必填字段,
Missing Opening Entries,缺少期初分录,
Missing Relieving Date,缺失离职日期,
Missing Tax Slab,缺失税级,
Mode Of Payment,付款方式,
Mode of Payment,付款方式,
Mode of Travel,出行方式,
Mode of payment is required to make a payment,付款必须指定支付方式,
Model,模型,
Monday,星期一,
Month,月份,
Month To Date,本月累计,
Month To Date(Company Currency),本月累计（公司币种）,
Monthly,每月,
Monthly Attendance Sheet,月度考勤表,
More,更多,
More Info,更多信息,
More than one selection for {0} not allowed,{0}不允许选择多个选项,
Multiple Additional Salaries with overwrite property exist for Salary Component {0} between {1} and {2}.,薪资组件{0}在{1}至{2}期间存在多个具有覆盖属性的附加薪资,
Multiple Shift Assignments,多班次分配,
"Multipliers that adjust the hourly overtime amount for specific scenarios

","针对特定场景调整小时加班费的乘数

",
My Account,我的账户,
Name,名称,
Name error,名称错误,
Name of Organizer,组织者姓名,
Naming Series,命名规则,
Net Pay,净工资,
Net Pay (Company Currency),净工资（公司币种）,
Net Pay Info,净工资信息,
Net Pay cannot be less than 0,净工资不能小于零,
Net Salary Amount,净薪资金额,
Net pay cannot be negative,净工资不可为负数,
New,新建,
New Company,新公司,
New Employee ID,新员工编号,
New Feedback,新建反馈,
New Leave(s) Allocated,新分配假期,
New Leaves Allocated,新分配假期天数,
New Leaves Allocated (In Days),新分配假期（天数）,
New shift assignments will be created after this date.,新班次分配将在此日期后创建,
No,否,
No Bank/Cash Account found for currency {0}. Please create one under company {1}.,未找到币种 {0} 的银行/现金科目。请在公司 {1} 下创建一个。,
No Data,无数据,
No Employee Found,未找到员工,
No Employee found for the given employee field value. '{}': {},根据员工字段值'{}': {} 未找到对应员工,
No Employees Selected,未选择员工,
No Holiday List was found for Employee {0} or their company {1} for date {2}. Please assign through {3},未找到员工 {0} 或其公司 {1} 在日期 {2} 的节假日列表。请通过 {3} 分配,
No Interview has been scheduled.,未安排面试,
No Leave Period Found,未找到假期周期,
No Leaves Allocated to Employee: {0} for Leave Type: {1},员工{0}未分配{1}类型假期,
No Salary Slips with {0} found for employee {1} for payroll period {2}.,未找到员工{1}在薪资期间{2}包含{0}的工资条。,
No Salary Structure Assignment found for employee {0} on date {1},未找到员工{0}在日期{1}的薪资结构分配,
No Salary Structure Assignment found for employee {0} on or before {1},员工{0}在{1}或之前未分配薪资结构,
No Salary Structure assigned to Employee {0} on the given date {1},员工{0}在指定日期{1}未分配薪资结构,
No Salary Structures,无薪资结构,
No Shift Requests Selected,未选择班次申请,
No Staffing Plans found for this Designation,该职级未找到人员配置计划,
No active Salary Structure Assignment found for employee {0} with salary structure {1} on or after arrear start date {2},未找到员工{0}在欠薪起始日期{2}或之后有效的薪资结构{1}分配,
No active employee found associated with the email ID {0}. Try logging in with your employee email ID or contact your HR manager for access.,未找到与邮箱ID {0}关联的有效员工，请使用员工邮箱登录或联系HR获取权限,
No active or default Salary Structure found for employee {0} for the given dates,员工{0}在指定日期范围内未找到有效或默认薪资结构,
No additional expenses has been added,未添加额外费用,
No arrear components found in the existing salary slips.,在现有工资条中未找到欠薪组件。,
No arrear components found in the salary slip. Ensure Arrear Component is checked in the Salary Component master.,在工资条中未找到欠薪组件。请确保在工资组件主数据中勾选“欠薪组件”。,
No arrear details found,未找到欠薪明细,
No attendance records found for employee {0} between {1} and {2},未找到员工{0}在{1}至{2}期间的考勤记录,
No attendance records found for this criteria.,未找到符合该条件的考勤记录,
No attendance records found.,未找到考勤记录,
No attendance records to create due to following reasons,由于以下原因，没有可创建的考勤记录,
No changes found in timings.,未发现时间变更,
No employees found,未找到员工,
No employees found for the mentioned criteria:<br>Company: {0}<br> Currency: {1}<br>Payroll Payable Account: {2},未找到符合以下条件的员工：<br>公司：{0}<br>币种：{1}<br>应付薪资账户：{2},
No employees found for the selected criteria,未找到符合筛选条件的员工,
No feedback has been received yet,尚未收到反馈,
No items selected,未选择项目,
No leave allocation found for {0} for {1} on given date.,在指定日期未找到{0}的{1}假期分配。,
No leave record found for employee {0} on {1},未找到员工{0}在{1}的假期记录,
No leaves have been allocated.,未分配假期,
No more updates,无更多更新,
No of. Positions,岗位数量,
No record found,未找到记录,
No replies from,无来自的回复,
No salary slip found to submit for the above selected criteria OR salary slip already submitted,未找到符合筛选条件的待提交工资条，或工资条已提交,
No salary slips found for the selected employee from {0},未找到选定员工从{0}开始的工资条,
No valid shift found for log time,未找到日志时间的有效班次,
No {0} Selected,未选择{0},
Non Diary,非日志,
Non Taxable Earnings,非应税收入,
Non-Billed Hours,非计费工时,
Non-Billed Hours (NB),非计费工时（NB）,
Non-Encashable Leaves,不可折现假期,
Non-Vegetarian,非素食,
Not Allowed,不允许,
Not Permitted,没有权限,
Not Started,未开始,
Note,备注,
Note: Shift will not be overwritten in existing attendance records,注意：现有考勤记录中的班次不会被覆盖,
Note: Total allocated leaves {0} shouldn't be less than already approved leaves {1} for the period,注意：期间总分配假期{0}不得少于已批准假期{1},
"Note: Your salary slip is password protected, the password to unlock the PDF is of the format {0}.",注意：工资条PDF密码格式为{0},
Notes,备注,
Nothing to change,无变更内容,
Notice Period,通知期,
Notification Template,通知模板,
Notify users by email,邮件通知用户,
Nov,十一月,
Number Of Employees,员工人数,
Number Of Positions,岗位数量,
Number of Leaves,假期数量,
Number of Withholding Cycles,代扣周期数,
Number of leaves eligible for encashment based on leave type settings,根据假期类型设置符合条件的可折现天数,
OUT,签退,
Obtained Average Rating,获得平均评分,
Oct,十月,
Odometer Reading,里程表读数,
Odometer Value,里程表数值,
Off-Shift,非班次时间,
Off-shift,非当班,
Offer Date,录用日期,
Offer Term,录用条款,
Offer Terms,录用条款内容,
Old Parent,旧上级,
On Date,日期,
On Duty,在岗,
On Hold,暂停,
On Leave,休假中,
Onboarding Activities,入职活动,
Onboarding Begins On,入职流程开始日期,
Only Approvers can Approve this Request.,仅审批人可批准此请求,
Only Completed documents can be submitted,仅完成状态的单据可提交,
Only Employee Grievance with status {0} or {1} can be submitted,仅状态为{0}或{1}的员工申诉可提交,
Only Interviewer Are allowed to submit Interview Feedback,仅面试官可提交面试反馈,
Only Interviews with Cleared or Rejected status can be submitted.,仅通过或拒绝状态的面试可提交,
Only Leave Applications with status 'Approved' and 'Rejected' can be submitted,仅'已批准'或'已拒绝'状态的请假申请可提交,
Only Shift Request with status 'Approved' and 'Rejected' can be submitted,仅'已批准'或'已拒绝'状态的班次申请可提交,
Only expired allocation can be cancelled,仅过期分配可取消,
Only interviewers can submit feedback,仅面试官可提交反馈,
Only users with the {0} role can create backdated leave applications,仅具有{0}角色的用户可创建补请假申请,
Only {0} Goals can be {1},仅{0}类型目标可{1},
Open,进行中,
Open & Approved,开放且已批准,
Open Feedback,开放反馈,
Open Now,立即开放,
Opening Balance,期初余额,
Opening Balances,期初余额,
Opening closed.,期初已关闭,
Optional Holiday List not set for leave period {0},假期周期{0}未设置可选节假日列表,
Optional Leaves are holidays that Employees can choose to avail from a list of holidays published by the company.,可选假期是员工可从公司公布的假期列表中选择的节假日,
Orange,橙色,
Organizational Chart,组织架构图,
Other Details,其他详细信息,
Other Settings,其他设置,
Others,其他,
Out Time,签退时间,
Outstanding Amount,未付金额,
Over Allocation,超额分配,
Overall Average Rating,总体平均评分,
Overlapping Attendance Request,重叠考勤申请,
Overlapping Shift Attendance,重叠班次考勤,
Overlapping Shift Requests,重叠班次申请,
Overlapping Shifts,重叠班次,
Overtime Amount Calculation,加班费计算,
Overtime Details,加班明细,
Overtime Duration,加班时长,
Overtime Duration for {0} is greater than Maximum Overtime Hours Allowed,{0}的加班时长超过允许的最大加班时数,
Overtime Salary Component,加班工资组件,
Overtime Slip,加班单,
Overtime Slip Creation Error for {0},{0}的加班单创建错误,
Overtime Slip Creation Failed,加班单创建失败,
Overtime Slip Step,加班单步骤,
Overtime Slip Submission Error for {0},{0}的加班单提交错误,
Overtime Slip Submission Failed,加班单提交失败,
Overtime Slip Submitted,加班单已提交,
Overtime Slip created for {0} employee(s),已为{0}名员工创建加班单,
Overtime Slip creation is queued. It may take a few minutes,加班单创建已加入队列。可能需要几分钟时间,
Overtime Slip submission is queued. It may take a few minutes,加班单提交已加入队列。可能需要几分钟时间,
Overtime Slip:{0} has been created between {1} and {2},加班单：{0}已在{1}至{2}期间创建,
Overtime Slips Created,加班单已创建,
Overtime Slips submitted for {0} employee(s),已为{0}名员工提交加班单,
Overtime Type,加班类型,
Overtime earnings will be booked under this salary component for payout.,加班收入将计入此工资组件进行支付。,
Overview,概况,
Overwrite Salary Structure Amount,覆盖薪资结构金额,
Overwrite Salary Structure Amount is disabled as the Salary Component: {0} not part of the Salary Structure: {1},覆盖薪资结构金额已禁用，因为薪资组件 {0} 不是薪资结构 {1} 的一部分,
Owned,资,
PWA Notification,渐进式Web应用通知,
Paid,已付款,
Paid Amount,已付金额,
Paid Amount (Company Currency),付款金额（本币）,
Paid via Salary Slip,通过工资条支付,
Parameter,参数,
Parent Goal,父级目标,
Part-time,兼职,
Partial Success,部分成功,
"Partially Sponsored, Require Partial Funding",部分资助，需部分资金,
Partly Claimed and Returned,部分申报并退回,
Passport Number,护照号码,
Password Policy,密码策略,
Password policy cannot contain spaces or simultaneous hyphens. The format will be restructured automatically,密码策略不能包含空格或连续连字符。格式将自动调整,
Password policy for Salary Slips is not set,未设置工资条密码策略,
Pay Rate Multipliers,支付费率乘数,
Pay Via Payment Entry,通过付款分录支付,
Payable Account,应付科目,
Payable Account is mandatory to submit an Expense Claim,提交费用报销必须填写应付账户,
Payables,应付账款,
Payment,付款,
Payment Account,付款科目,
Payment Account is mandatory,支付账户为必填项,
Payment Date,支付日期,
Payment Days,计薪天数,
Payment Days Calculation Help,计薪天数计算说明,
Payment Days Dependency,计薪天数依赖项,
Payment Days calculations are based on these Payroll Settings,计薪天数计算基于以下薪资设置,
Payment Entry,收付款凭证,
Payment Entry Reference,付款参考,
Payment of {0} from {1} to {2},从{1}至{2}支付{0},
Payout,支付,
Payout Method,支付方式,
Payout Unclaimed Amount in Final Payroll Cycle,在最终薪资周期支付未申领金额,
Payroll,薪资,
Payroll Based On,薪资计算依据,
Payroll Correction,薪资调整,
Payroll Correction Child,薪资调整子项,
Payroll Cost Center,薪资成本中心,
Payroll Cost Centers,薪资成本中心,
Payroll Date,薪资日期,
Payroll Employee Detail,员工薪资明细,
Payroll Entry,薪资录入,
Payroll Entry cancellation is queued. It may take a few minutes,薪资条目取消已加入队列，可能需要几分钟,
Payroll Frequency,薪资频率,
Payroll Info,薪资信息,
Payroll Number,薪资编号,
Payroll Payable,薪资应付,
Payroll Payable Account,应付薪资账户,
Payroll Period,薪资周期,
Payroll Period Date,薪资周期日期,
Payroll Periods,薪资周期列表,
Payroll Settings,薪资设置,
Payroll date can not be greater than employee's relieving date.,薪资日期不得晚于员工离职日期,
Payroll date can not be less than employee's joining date.,薪资日期不得早于员工入职日期,
Payroll date cannot be in the past. This is to ensure that claims are made for the current or future payroll cycles.,薪资日期不能为过去日期。此举旨在确保报销针对当前或未来薪资周期。,
Payroll date is mandatory for non-recurring type additional salaries.,对于非周期性类型的额外工资，工资日期为必填项。,
Pending,进行中,
Pending (unpaid) amount from previous advances,历史预支未付金额,
Pending Amount,待付款金额,
Pending Asset Returns,待归还资产,
Pending Department Approval,待部门审批,
Pending Finance Approval,待财务审批,
Pending FnF,待处理离职结算,
Pending GM Approval,待总经理审批,
Pending Interviews,待处理面试,
Pending Peer Verification,待同部门验收,
Pending Questionnaires,待处理问卷,
Percent Deduction,百分比扣除,
Percentage (%),百分比（%）,
Phone Number,电话,
Piecework,计件工作,
Pink,粉色,
Planned number of Positions,计划岗位数量,
Please Enable Auto Attendance and complete the setup first.,请先启用自动考勤并完成设置,
Please Select Company First,请先选择公司,
Please assign a Salary Structure for Employee {0} applicable from or before {1} first,请先为员工{0}分配自{1}或之前生效的薪资结构,
Please confirm once you have completed your training,完成培训后请确认,
Please create a new {0} for the date {1} first.,请先为日期{1}新建{0},
Please delete the Employee {0} to cancel this document,请先删除员工{0}以取消该单据,
Please enable default incoming account before creating Daily Work Summary Group,创建每日工作摘要组前请先设置默认收入账户,
Please enter the designation,请输入职级,
"Please fill in Employee, Posting Date, and Company before fetching overtime details.",请在获取加班明细前填写员工、过账日期和公司。,
Please reduce {0} to avoid shift time overlapping with itself,请调整{0}以避免班次时间重叠,
Please see attachment,请查看附件,
Please select Company and Designation,请选择公司和职级,
Please select Employee first.,请先选择员工,
Please select Filter Based On,请选择筛选依据,
Please select From Date and Payroll Frequency first,请先选择起始日期和薪资频率,
Please select From Date.,请选择起始日期,
Please select Shift Schedule and assignment date(s).,请选择班次表和分配日期,
Please select Shift Type and assignment date(s).,请选择班次类型和分配日期,
Please select a Company,请选择公司,
Please select a company first,请先选择公司,
Please select a company first.,请先选择公司,
Please select a csv file,请选择CSV文件,
Please select a date.,请选择日期,
Please select an Applicant,请选择申请人,
Please select at least one Shift Request to perform this action.,请至少选择一个班次申请执行此操作,
Please select at least one employee to perform this action.,请至少选择一名员工执行此操作,
Please select at least one row to perform this action.,请至少选择一行执行此操作,
Please select company.,请选择公司,
Please select employee first,请先选择员工,
Please select employees to create appraisals for,请选择要创建绩效考核的员工,
Please select half day attendance status.,请选择半日考勤状态。,
Please select month and year.,请选择月份和年份,
Please select the Appraisal Cycle first.,请先选择考核周期,
Please select the attendance status.,请选择考勤状态,
Please select the employees you want to mark attendance for.,请选择要记录考勤的员工,
Please select the salary slips to email,请选择要发送邮件的工资条,
"Please set ""Default Payroll Payable Account"" in Company Defaults","请在公司默认设置中设置""默认薪资账户""",
Please set Earning Component for Leave type: {0}.,请为假期类型{0}设置收入组件,
Please set Payroll based on in Payroll settings,请在薪资设置中选择薪资计算依据,
Please set a date range less than 90 days.,请设置小于90天的日期范围。,
Please set account in Salary Component {0},请在薪资组件{0}设置账户,
Please set default template for Leave Approval Notification in HR Settings.,请在HR设置中设置假期审批通知默认模板,
Please set default template for Leave Status Notification in HR Settings.,请在HR设置中设置假期状态通知默认模板,
Please set the Advance Account {0} or in {1},请设置预支科目 {0} 或在 {1} 中设置,
Please set the Appraisal Template for all the {0} or select the template in the Employees table below.,请为所有{0}设置考核模板，或在下方员工表中选择模板,
Please set the Company,请设置公司,
Please set the Date Of Joining for employee {0},请设置员工{0}的入职日期,
Please set the Holiday List.,请设置节假日列表,
Please set the date range.,请设置日期范围。,
Please set the relieving date for employee {0},请设置员工{0}的离职日期,
Please set {0} and {1} in {2}.,请在{2}中设置{0}和{1},
Please set {0} for Employee {1},请为员工{1}设置{0},
Please set {0} for the Employee: {1},请为员工{1}设置{0},
Please set {0}.,请设置{0},
Please setup Employee Naming System in Human Resource > HR Settings,请在人力资源>HR设置中配置员工编号系统,
Please setup numbering series for Attendance via Setup > Numbering Series,请通过设置>编号规则配置考勤编号系列,
Please share your feedback to the training by clicking on 'Training Feedback' and then 'New',请点击'培训反馈'后点击'新建'提交反馈,
Please specify the job applicant to be updated.,请指定要更新的职位申请人,
"Please specify {0} and {1} (if any), for the correct tax calculation in future salary slips.",请填写{0}及{1}(如有)，以确保未来工资条正确计税,
Please submit the {0} before marking the cycle as Completed,标记周期为已完成前请先提交{0},
Please update your status for this training event,请更新您在此培训活动的状态,
Posted On,过账日期,
Posting Date,过账日期,
Preferred Area for Lodging,首选住宿区域,
Present,出勤,
Present Records,出勤记录,
Prevent self approval for expense claims even if user has permissions,即使用户具有权限，也阻止费用报销的自我审批,
Prevent self approval for leaves even if user has permissions,即使有权限也禁止自我审批假期,
Preview Salary Slip,预览工资条,
Principal Amount,本金金额,
Print Heading,打印标题,
Printed On {0},打印时间：{0},
Printing Details,打印设置,
Privilege Leave,特权假,
Probation,试用期,
Probationary Period,试用期间,
Process Payroll Accounting Entry based on Employee,按员工处理薪资会计条目,
Process Requests,处理请求,
Process Shift Requests,处理班次申请,
Process leave encashment via a separate Payment Entry instead of Salary Slip,通过独立付款分录处理假期折现而非工资条,
Process {0} Shift Request(s) as <b>{1}</b>?,是否将{0}个班次申请处理为<b>{1}</b>？,
Processing Requests,处理请求,
Processing Requests...,正在处理请求...,
Processing of Shift Requests has been queued. It may take a few minutes.,班次申请处理已加入队列，可能需要几分钟,
Proficiency,熟练程度,
Profit,利润,
Progress,进度,
Project,项目,
Promotion Date,晋升日期,
Property,属性,
Property already added,属性已添加,
Public Holiday Multiplier,公共假日乘数,
Publish Applications Received,公开已收申请数,
Publish Salary Range,公开薪资范围,
Publish on website,在网站发布,
Purpose,目的,
Purpose & Amount,用途与金额,
Purpose of Travel,差旅目的,
Quarterly,每季度,
Questionnaire Email Sent,问卷邮件已发送,
Queued,已排队,
Quick Filters,快速筛选,
Quick Links,快速链接,
Radius within which check-in is allowed (in meters),允许签到半径(米),
Raised By,申请人,
Rate,单价,
Rate Goals Manually,手动评分目标,
Rating,评分,
Rating Criteria,评分标准,
Ratings,评分列表,
Re-allocate Leaves,重新分配假期,
Read,读,
Reason,原因,
Reason for Adjustment,调整原因,
Reason for Requesting,申请原因,
Reason for Withholding Salary,薪资代扣原因,
Reason for skipping auto attendance:,跳过自动考勤的原因：,
Receivable,应收,
Receivables,应收账款,
Recent Attendance Requests,最近考勤申请,
Recent Expenses,最近费用,
Recent Leaves,最近假期,
Recent Shift Requests,最近班次申请,
Recover Cost,收回成本,
Recruitment,招聘,
Recruitment Analytics,招聘分析,
Red,红色,
Reduce,减少,
Reducing maximum leaves allowed after allocation may cause scheduler to allocate incorrect number of earned leaves. Proceed with caution.,分配后减少允许的最大假期天数可能导致调度程序分配错误的应计假期天数。请谨慎操作。,
Reduction is more than {0}'s available leave balance {1} for leave type {2},减少天数超过{0}在假期类型{2}下的可用假期余额{1},
Reference,参考,
Reference Doctype,参考文档类型,
Reference Document,参考单据,
Reference Document Name,参考单据名称,
Reference Document Type,参考文档类型,
Reference: {0},参考编号：{0},
References,参考,
Referral Bonus Payment Status,推荐奖金支付状态,
Referral Details,推荐详情,
Referrer,来源页,
Referrer Details,推荐人详情,
Referrer Name,推荐人姓名,
Reflections,总结,
Refuelling Details,加油详情,
Reject,拒绝,
Reject Employee Referral,拒绝员工推荐,
Rejected,已拒绝,
Release Withheld Salaries,发放代扣薪资,
Released,已发放,
Relieving Date,离职日期,
Relieving Date ,离职日期,
Relieving Date Missing,缺失离职日期,
Remaining Benefits (Yearly),剩余福利（年度）,
Remark,备注,
Remarks,备注,
Remind Before,提前提醒,
Reminded,已提醒,
Reminder,提醒,
Reminders,提醒列表,
Remove if Zero Valued,零值时移除,
Rented Car,租用车辆,
Reopen,重新打开,
Repay From Salary,从工资中偿还,
Repay From Salary can be selected only for term loans,仅定期贷款可选择从工资中偿还,
Repay Unclaimed Amount from Salary,从工资中偿还未申领金额,
Repeat On Days,重复天数,
Replied,已回复,
Replies,回复,
Reports,报表,
Reports To,汇报对象,
Request Attendance,申请考勤,
Request a Leave,申请休假,
Request a Shift,申请班次,
Requested By,申请人,
Requested By (Name),申请人（姓名）,
Require Full Funding,需全额资助,
Required Skills,所需技能,
Required for Employee Creation,员工建档必填,
Reschedule Interview,重新安排面试,
Resignation Letter Date,辞职信日期,
Resolution Date,问题解决日期,
Resolution Details,解决方案,
Resolved,已解决,
Resolved By,问题解决者,
Responsibilities,职责,
Restrict Backdated Leave Application,限制补请假申请,
Result,结果,
Resume,恢复,
Resume Attachment,简历附件,
Resume Link,简历链接,
Resume link,简历链接,
Retained,留任,
Retention Bonus,留任奖金,
Retirement Age (In Years),退休年龄（年）,
Retry Failed,重试失败,
Retry Failed Allocations,重试失败的分配,
Retry Successful,重试成功,
Retrying allocations,正在重试分配,
Return,归还,
Return amount cannot be greater than unclaimed amount,返还金额不可超过未申领金额,
Returned,已退回,
Returned Amount,已归还金额,
Review various other settings related to Employee Leaves and Expense Claim,审阅与员工假期及费用报销相关的其他设置,
Reviewer,审核人,
Reviewer Name,审核人姓名,
Revised CTC,修订后人力总成本,
Right,右对齐,
Role,角色,
Role Allowed to Create Backdated Leave Application,允许创建补请假申请的角色,
Roster,排班表,
Round Name,轮次名称,
Round to the Nearest Integer,四舍五入至整数,
Rounded Total,圆整后总金额,
Rounded Total (Company Currency),圆整后金额（本币）,
Rounding,四舍五入,
Route,路由,
Route to the custom Job Application Webform,指向自定义职位申请网页表单的路径,
Row #{0}: Cannot set amount or formula for Salary Component {1} with Variable Based On Taxable Salary,行号#{0}：无法为薪资组件{1}设置金额或公式，因其基于应税工资变量,
Row #{0}: The {1} Component has the options {2} and {3} enabled.,行号#{0}：组件{1}已启用{2}和{3}选项,
Row #{0}: Timesheet amount will overwrite the Earning component amount for the Salary Component {1},行号#{0}：工时表金额将覆盖薪资组件{1}的收入项金额,
Row No {0}: Amount cannot be greater than the Outstanding Amount against Expense Claim {1}. Outstanding Amount is {2},行号{0}：金额不可超过费用报销{1}的未结金额{2},
Row {0}# Allocated amount {1} cannot be greater than unclaimed amount {2},行号{0}# 分配金额{1}不可超过未申领金额{2},
Row {0}# Paid Amount cannot be greater than Encashment amount,行号{0}# 已付金额不可超过折现金额,
Row {0}# Paid Amount cannot be greater than requested advance amount,行号{0}# 已付金额不可超过申请的预支金额,
Row {0}: Cost Center {1} does not belong to Company {2},第 {0} 行: 成本中心 {1} 不属于公司 {2},
Row {0}: Goal Score cannot be greater than {1},第{0}行：目标评分不能大于{1},
Row {0}: Paid amount {1} is greater than pending accrued amount {2} against loan {3},行号{0}：已付金额{1}超过贷款{3}的待计金额{2},
Row {0}: {1},行号{0}：{1},
Row {0}: {1} is required in the expenses table to book an expense claim.,行号{0}：费用表中需填写{1}以登记费用报销,
Salary,工资,
Salary Component,薪资组件,
Salary Component Account,薪资组件账户,
Salary Component Based,基于工资组件,
Salary Component Type,薪资组件类型,
Salary Component for timesheet based payroll.,基于工时表的薪资组件,
Salary Component {0} cannot be selected more than once in Employee Benefits,工资组件{0}在员工福利中不能重复选择,
Salary Component {0} is currently not used in any Salary Structure.,薪资组件{0}当前未在任何薪资结构中使用,
Salary Component {0} must be of type 'Earning' to be used in Employee Benefit Ledger,工资组件{0}必须为“收入”类型才能用于员工福利分类账,
Salary Currency,薪资货币,
Salary Detail,薪资明细,
Salary Details,薪资详情,
Salary Expectation,期望薪资,
Salary Paid Per,薪资支付周期,
Salary Payments Based On Payment Mode,基于支付方式的薪资支付,
Salary Payments via ECS,通过ECS支付的薪资,
Salary Range,薪资范围,
Salary Register,薪资登记表,
Salary Slip,工资条,
Salary Slip Based on Timesheet,基于工时表的工资条,
Salary Slip ID,工资条编号,
Salary Slip Leave,工资条假期,
Salary Slip Loan,工资条贷款,
Salary Slip Reference,工资条参考,
Salary Slip Timesheet,工资条工时表,
Salary Slip already exists for {0} for the given dates,员工{0}的工资条在指定日期已存在,
Salary Slip creation is queued. It may take a few minutes,工资条创建已加入队列，可能需要几分钟,
Salary Slip not found.,未找到工资条。,
Salary Slip of employee {0} already created for this period,员工{0}的工资条已在本周期创建,
Salary Slip of employee {0} already created for time sheet {1},员工{0}的工资条已关联工时表{1},
Salary Slip submission is queued. It may take a few minutes,工资条提交已加入队列，可能需要几分钟,
Salary Slip {0} failed for Payroll Entry {1},工资条{0}处理失败，关联薪资条目{1},
Salary Slip {0} failed. You can resolve the {1} and retry {0}.,工资条{0}处理失败。解决{1}后重试{0},
Salary Slips Created,已创建工资条,
Salary Slips Submitted,已提交工资条,
"Salary Slips already exist for employees {}, and will not be processed by this payroll.",员工{}的工资条已存在，本次薪资处理将跳过,
Salary Slips submitted for period from {0} to {1},已提交{0}至{1}期间的工资条,
Salary Structure,薪资结构,
Salary Structure Assignment,薪资结构分配,
Salary Structure Assignment field,薪资结构分配字段,
Salary Structure Assignment for Employee already exists,员工薪资结构分配已存在,
Salary Structure Assignment not found for employee {0} on date {1},未找到员工{0}在日期{1}的薪资结构分配,
Salary Structure Missing,缺失薪资结构,
